accrate times,accrate,average times,average density,average vinfinity,average cinfinity,average temperature,HL radius,BH mass
15026.657000000001,0.000495,5538.96946127367,1793570.0,2.621742,0.880121,1484.572,0.007814967,274.3623
15212.911000000002,0.000511,5591.270975599883,1879470.0,2.685424,0.9044798,1567.886,0.007449278,274.371
15339.768000000002,0.00047,5643.572489926096,2017390.0,2.740396,0.9120658,1594.298,0.00715364,274.3796
15499.825000000003,0.000488,5695.874004252308,3006540.0,2.225546,0.871692,1456.276,0.01084659,274.4263
15623.119000000002,0.000514,5748.1755185785205,3287190.0,2.328634,0.8815779,1489.497,0.009909178,274.4712
15791.995000000003,0.000534,5800.477032904733,3733440.0,1.481866,0.9213688,1626.992,0.02447332,274.546
15931.750000000002,0.000558,5852.778547230945,3898930.0,1.638732,0.9177115,1614.103,0.02001763,274.6841
16055.220000000001,0.000582,5905.080061557158,3768900.0,1.719889,0.9587092,1761.543,0.01818217,274.7976
16225.041000000001,0.000597,5957.38157588337,3517360.0,1.766479,0.994892,1897.019,0.01724282,274.8496
16347.561000000002,0.00119,6009.683090209583,3729640.0,1.871755,0.9458973,1714.779,0.01536064,274.9302
16496.039,0.000997,6061.984604535795,3463660.0,1.892126,0.9696069,1801.822,0.01503606,274.9506
16617.72,0.000932,6114.286118862007,3828860.0,2.054548,0.9665748,1790.573,0.01275362,275.0196
16739.870000000003,0.000922,6166.58763318822,3983100.0,2.193008,0.9630875,1777.678,0.01119681,275.0828
16905.631,0.000705,6218.889147514433,3933450.0,2.244806,0.9764931,1827.512,0.01068849,275.1125
17027.260000000002,0.000678,6271.190661840645,4288190.0,2.39674,1.005099,1936.155,0.009377316,275.1664
17191.034000000003,0.000419,6323.4921761668575,4528710.0,2.501099,1.023881,2009.195,0.008612776,275.2163
17324.975000000002,0.000488,6375.79369049307,4428270.0,2.516733,1.048296,2106.157,0.008507639,275.2289
17445.49,0.000609,6428.095204819282,4848510.0,2.614097,1.064666,2172.451,0.007886048,275.2772
17608.65,0.000738,6480.396719145495,5137130.0,2.696025,1.086615,2262.951,0.007415336,275.326
17728.336000000003,0.000914,6532.698233471708,5180570.0,2.728476,1.109411,2358.899,0.007241271,275.3501
17869.125000000004,0.00112,6584.99974779792,5560300.0,2.817901,1.109449,2359.062,0.006789553,275.3958
17988.081000000002,0.00137,6637.301262124132,5848820.0,2.907219,1.113269,2375.337,0.006379826,275.4405
18153.034000000003,0.00181,6689.602776450344,5905770.0,2.95205,1.12587,2429.419,0.006188523,275.4628
18271.006000000005,0.00221,6741.904290776557,6289420.0,3.037738,1.117174,2392.036,0.005844785,275.5054
18437.841000000004,0.00247,6794.20580510277,6195790.0,3.047872,1.123237,2418.071,0.005806878,275.5133
18570.184000000005,0.00267,6846.507319428982,6652810.0,3.112567,1.109569,2359.583,0.005568144,275.5558
18686.965000000004,0.00282,6898.808833755194,6957460.0,3.159288,1.110524,2363.65,0.005405501,275.5989
18854.537000000004,0.00262,6951.110348081407,7030590.0,3.169557,1.118197,2396.426,0.005371368,275.6217
18966.102000000003,0.00248,7003.411862407619,7414160.0,3.204409,1.104544,2338.267,0.005255592,275.6646
19142.862,0.00179,7055.713376733832,7694350.0,3.224337,1.101702,2326.254,0.00519163,275.7046
19275.02,0.00118,7108.014891060045,7813930.0,3.22638,1.105035,2340.354,0.005185805,275.7307
19390.027000000002,0.000795,7160.3164053862565,7897610.0,3.234191,1.106486,2346.503,0.005161273,275.7484
19563.258,0.000581,7212.617919712469,8299480.0,3.255529,1.086039,2260.585,0.005094155,275.7951
19678.025,0.000451,7264.919434038681,8594020.0,3.26212,1.075127,2215.39,0.005074446,275.8442
19854.096,0.00038,7317.220948364894,8657810.0,3.270903,1.078169,2227.944,0.005048125,275.8715
19981.021,0.000332,7369.522462691107,9045150.0,3.289313,1.058568,2147.675,0.004992262,275.9237
20126.273,0.00037,7421.823977017319,9338820.0,3.296405,1.048203,2105.829,0.004971739,275.9779
20242.592,0.000385,7474.125491343531,9353830.0,3.300674,1.053194,2125.929,0.004959858,276.0037
20421.57,0.000415,7526.427005669744,9766340.0,3.313622,1.032127,2041.732,0.004921624,276.0609
20533.769,0.00047,7578.728519995956,10061900.0,3.317073,1.021237,1998.878,0.004912401,276.1211
20710.462,0.000587,7631.030034322169,10353900.0,3.323067,1.009821,1954.443,0.004895757,276.1837
20830.327,0.000765,7683.331548648382,10269400.0,3.322004,1.018001,1986.233,0.004899997,276.2047
20944.027000000002,0.00101,7735.6330629745935,10251400.0,3.32138,1.021623,2000.392,0.004902213,276.2128
21132.087000000003,0.00135,7787.934577300806,10775100.0,3.320355,0.9950508,1897.69,0.004905376,276.2789
21243.091000000004,0.00312,7840.236091627019,11040800.0,3.312381,0.9875973,1869.37,0.004930197,276.3385
21349.571000000004,0.00239,7892.537605953231,10919600.0,3.307662,0.997291,1906.248,0.004945337,276.3566
21459.718000000004,0.0016,7944.839120279444,11381100.0,3.298038,0.9769227,1829.18,0.004974561,276.4166
21577.264000000003,0.00116,7997.140634605656,11638800.0,3.28822,0.9683523,1797.229,0.005005392,276.48
21762.138000000003,0.000805,8049.442148931868,11543400.0,3.282436,0.9787775,1836.136,0.005024198,276.5041
21872.774,0.000652,8101.743663258081,11994600.0,3.27236,0.9578842,1758.585,0.005055618,276.5702
22057.349000000002,0.000579,8154.045177584293,11746300.0,3.270232,0.9639505,1780.931,0.005063409,276.579
22180.762000000002,0.000533,8206.346691910505,12248800.0,3.26609,0.9450176,1711.662,0.005076415,276.6482
22290.597,0.000508,8258.648206236718,12490100.0,3.256513,0.9383595,1687.63,0.005107588,276.7201
22478.526,0.00048,8310.94972056293,12347900.0,3.250809,0.9481593,1723.065,0.005126857,276.7472
22589.487,0.000462,8363.251234889143,12724800.0,3.246016,0.9265705,1645.494,0.005142506,276.8215
22769.845,0.000502,8415.552749215356,11317900.0,2.289372,0.9219434,1629.103,0.01034092,276.9674
22881.994000000002,0.000395,8467.854263541569,10823900.0,2.332858,0.9317064,1663.79,0.009964239,277.0178
23064.548000000003,0.000393,8520.15577786778,10354400.0,2.294098,0.9127761,1596.869,0.01030565,277.1155
23177.858000000004,0.000398,8572.457292193993,10370100.0,2.324218,0.9036554,1565.118,0.0100438,277.2289
23349.633000000005,0.000408,8624.758806520205,10307600.0,2.333497,0.8939177,1531.57,0.009968149,277.3415
23498.545000000006,0.000429,8677.060320846418,9961360.0,2.33418,0.9090643,1583.913,0.00996636,277.3812
23614.015000000007,0.000458,8729.36183517263,10366600.0,2.82349,0.8764873,1472.427,0.006812304,277.4584
23773.234000000008,0.000485,8781.663349498844,10457400.0,2.768434,0.8712953,1455.037,0.007087919,277.5409
23890.214000000007,0.000524,8833.964863825055,11656800.0,3.717989,0.8870992,1508.3,0.003930969,277.5575
23996.626000000007,0.000539,8886.266378151267,12051700.0,3.60597,0.8668291,1440.161,0.004179239,277.6096
24115.20200000001,0.000578,8938.56789247748,11844800.0,3.59043,0.8745551,1465.948,0.004216282,277.6151
24234.609000000008,0.000595,8990.869406803693,12282300.0,3.455564,0.8620018,1424.167,0.004551903,277.6749
24387.290000000008,0.000604,9043.170921129906,12530900.0,3.308643,0.8648203,1433.497,0.004966198,277.7483
24508.927000000007,0.000608,9095.472435456117,12397100.0,3.241108,0.8829108,1494.098,0.00517668,277.7756
24658.012000000006,0.000604,9147.77394978233,12848800.0,3.057265,0.8692534,1448.234,0.005818544,277.8686
24837.528000000006,0.0006,9200.075464108542,13061400.0,2.891704,0.8736282,1462.85,0.006506057,277.978
24960.765000000007,0.000568,9252.376978434755,12668900.0,2.856502,0.8872256,1508.741,0.006670022,277.9974
25082.191000000006,0.000573,9304.678492760968,13259200.0,2.662679,0.8792411,1481.71,0.007676943,278.1357
25207.181000000008,0.000594,9356.98000708718,13335300.0,2.497873,0.892551,1526.911,0.008727715,278.2987
25332.352000000006,0.000615,9409.281521413392,12858800.0,2.427083,0.9138009,1600.483,0.009249671,278.369
25487.368000000006,0.000671,9461.583035739604,13299700.0,2.240957,0.9182347,1616.054,0.01085271,278.5966
25613.449000000004,0.000689,9513.884550065817,13028400.0,2.088253,0.9497057,1728.73,0.01250815,278.8576
25774.058000000005,0.000691,9566.18606439203,12176700.0,2.023639,0.9749116,1821.712,0.01333214,278.9661
25927.642000000003,0.000693,9618.487578718243,12404200.0,1.862632,1.01393,1970.45,0.01574272,279.2694
26056.142000000003,0.000688,9670.789093044454,11112600.0,1.843654,1.030763,2036.421,0.01608595,279.3062
26218.196000000004,0.000866,9723.090607370666,11649600.0,1.691744,1.097509,2308.696,0.01910703,279.6233
26344.423000000003,0.000814,9775.39212169688,10721400.0,1.525906,1.162218,2588.963,0.02351252,279.9531
26491.797000000002,0.000778,9827.693636023092,9377170.0,1.462966,1.198698,2754.044,0.02560932,280.0931
26620.314000000002,0.00075,9879.995150349305,9287000.0,1.357196,1.222622,2865.074,0.02977132,280.3917
26748.405000000002,0.000683,9932.296664675518,8221630.0,1.288608,1.243,2961.382,0.03306005,280.6687
26931.638000000003,0.000676,9984.598179001729,7072120.0,1.323196,1.235131,2924.007,0.03138523,280.8009
27059.473,0.000682,10036.899693327941,7003680.0,1.588484,1.209509,2803.954,0.02178773,280.9843
27209.38,0.000721,10089.201207654154,6173650.0,1.633631,1.211656,2813.919,0.02061357,281.0082
27336.718,0.000772,10141.502721980367,6688220.0,1.974819,1.164735,2600.207,0.01410727,281.1408
27464.170000000002,0.000807,10193.80423630658,6780380.0,2.333904,1.170953,2628.049,0.01010499,281.2323
27651.855000000003,0.000846,10246.105750632792,6732840.0,2.49585,1.180853,2672.673,0.008839057,281.2719
27855.097,0.000966,10298.407264959003,7249320.0,2.819718,1.171731,2631.545,0.006926157,281.3329
27981.978000000003,0.00107,10350.708779285216,7708810.0,3.091022,1.16598,2605.779,0.005764921,281.3847
28162.952,0.00116,10403.010293611429,7900660.0,3.211488,1.167407,2612.163,0.005341517,281.411
28289.789,0.000563,10455.311807937642,8557470.0,3.427902,1.158135,2570.84,0.004688785,281.4517
28449.919,0.000588,10507.613322263855,8456480.0,3.450283,1.156218,2562.333,0.00462882,281.4558
28576.921000000002,0.000621,10559.914836590066,9262140.0,3.648988,1.155298,2558.262,0.004138478,281.4939
28702.675000000003,0.000656,10612.216350916278,8930660.0,3.30047,1.120105,2404.777,0.005059326,281.5047
28866.212000000003,0.000684,10664.517865242491,9692580.0,3.382793,1.121676,2411.531,0.004816255,281.5477
28988.186,0.000727,10716.819379568704,10322900.0,3.421634,1.125502,2428.01,0.004708244,281.5925
29136.416,0.00065,10769.120893894917,10566100.0,3.422304,1.127951,2438.591,0.004707148,281.6171
29253.022,0.00067,10821.42240822113,11241700.0,3.407705,1.125181,2426.629,0.004747974,281.6668
29367.404000000002,0.000422,10873.72392254734,11747200.0,3.344994,1.126232,2431.171,0.004928536,281.7195
29526.123000000003,0.000444,10926.025436873553,11934700.0,3.277111,1.128562,2441.242,0.005135789,281.7535
29636.413000000004,0.000468,10978.326951199766,12424400.0,3.133055,1.131024,2451.906,0.005619597,281.8232
29797.042000000005,0.000485,11030.628465525979,12218800.0,3.115056,1.131107,2452.267,0.005686134,281.8305
29969.507000000005,0.000502,11082.929979852192,12769400.0,2.943407,1.119136,2400.637,0.006368817,281.9149
30116.934000000005,0.000513,11135.231494178402,13013200.0,2.684281,1.135491,2471.318,0.007660073,282.0292
30222.478000000006,0.000529,11187.533008504615,12941400.0,2.513887,1.150071,2535.195,0.008737219,282.1187
30386.564000000006,0.000552,11239.834522830828,13097600.0,2.31439,1.138638,2485.039,0.01031167,282.2838
30492.131000000005,0.000592,11292.13603715704,12542100.0,1.521381,1.124884,2425.373,0.02387699,282.6297
30657.266000000003,0.000626,11344.437551483254,11580400.0,1.602396,1.159821,2578.37,0.02155,282.8173
30820.99,0.000744,11396.739065809466,10996100.0,1.662823,1.157875,2569.726,0.02002549,282.8841
30994.49,0.000896,11449.040580135677,11164900.0,1.907496,1.180084,2669.253,0.01522124,283.0605
31189.671000000002,0.00133,11501.34209446189,10927900.0,2.218965,1.214561,2827.502,0.01125502,283.1968
31367.699,0.00179,11553.643608788103,10685300.0,2.460783,1.2142,2825.824,0.009156078,283.2605
31525.45,0.00188,11605.945123114316,10847500.0,2.657081,1.207119,2792.965,0.007854952,283.3457
31628.369000000002,0.00194,11658.246637440529,10910900.0,2.822382,1.204263,2779.765,0.006963885,283.4179
31804.729000000003,0.000836,11710.54815176674,10904000.0,2.916626,1.19822,2751.94,0.00652277,283.4631
31911.926000000003,0.000123,11762.849666092952,11116500.0,3.019019,1.189912,2713.917,0.006088787,283.5247
32088.171000000002,0.000134,11815.151180419165,10947200.0,3.032813,1.18937,2711.446,0.006034835,283.5326
32249.594,0.000159,11867.452694745378,11293400.0,3.115898,1.174752,2645.206,0.005717443,283.5904
32365.123,0.000193,11919.75420907159,11472900.0,3.190611,1.17115,2629.014,0.005453918,283.6462
32533.851,0.0002,11972.055723397803,11545500.0,3.246144,1.169883,2623.332,0.00526994,283.684
32645.970999999998,0.000207,12024.357237724014,11794600.0,3.312413,1.162372,2589.756,0.005061857,283.7365
32764.604999999996,0.000214,12076.658752050227,12001100.0,3.372241,1.157133,2566.466,0.004884737,283.7877
32875.204999999994,0.000222,12128.96026637644,12055100.0,3.411149,1.157131,2566.459,0.004774799,283.8186
33055.308999999994,0.00452,12181.261780702653,13250400.0,3.505612,1.070782,2197.719,0.004521428,283.8783
33167.58299999999,0.00161,12233.563295028865,14710400.0,4.270443,1.092677,2288.516,0.003047531,283.9225
33357.74699999999,0.00168,12285.864809355076,14735400.0,4.284131,1.094642,2296.758,0.003028559,283.9498
33485.26199999999,0.00202,12338.16632368129,14940100.0,4.289196,1.089313,2274.449,0.003021697,283.9942
33604.68499999999,0.00254,12390.467838007502,15096300.0,4.284297,1.085102,2256.901,0.003029081,284.0393
33783.83299999999,0.0044,12442.769352333715,15094300.0,4.280622,1.088403,2270.656,0.003034765,284.0623
33904.57099999999,0.0105,12495.070866659928,15359200.0,4.250378,1.080198,2236.555,0.003078352,284.1094
34067.26999999999,0.0141,12547.37238098614,15287200.0,4.241525,1.082763,2247.189,0.003091727,284.1234
34189.323999999986,0.00552,12599.673895312351,15638400.0,4.197445,1.07047,2196.454,0.003157157,284.1733
34312.36199999999,0.00335,12651.975409638564,15878800.0,4.13531,1.066552,2180.41,0.003253312,284.2262
34490.74299999999,0.00206,12704.276923964777,15842200.0,4.115167,1.071794,2201.895,0.00328585,284.246
34614.753999999986,0.00162,12756.57843829099,16257700.0,4.058081,1.059975,2153.605,0.003379177,284.3035
34781.974999999984,0.00141,12808.879952617202,16554800.0,3.995149,1.05527,2134.53,0.003487173,284.3648
34905.22299999998,0.00129,12861.181466943415,16485400.0,3.978742,1.061355,2159.22,0.003516749,284.3843
